userID,Treatment,sessionID,bookingID,bookingValue
SplitValidateV2_64,on,SplitValidateV2_64_2,SplitValidateV2_64_2_1,101.5888708499727
SplitValidateV2_67,off,SplitValidateV2_67_0,SplitValidateV2_67_0_0,105.59831032122078
SplitValidateV2_67,off,SplitValidateV2_67_0,SplitValidateV2_67_0_1,100.11040816273146
SplitValidateV2_69,on,SplitValidateV2_69_1,SplitValidateV2_69_1_0,94.269230001813
SplitValidateV2_71,on,SplitValidateV2_71_0,SplitValidateV2_71_0_0,96.41844718496067
SplitValidateV2_71,on,SplitValidateV2_71_0,SplitValidateV2_71_0_1,87.56592302997096
SplitValidateV2_72,on,SplitValidateV2_72_1,SplitValidateV2_72_1_0,94.10338484712607
SplitValidateV2_76,off,SplitValidateV2_76_0,SplitValidateV2_76_0_0,89.12598460028173
SplitValidateV2_76,off,SplitValidateV2_76_1,SplitValidateV2_76_1_0,101.03086959559154
SplitValidateV2_76,off,SplitValidateV2_76_1,SplitValidateV2_76_1_1,117.91576746741629
SplitValidateV2_77,on,SplitValidateV2_77_0,SplitValidateV2_77_0_0,113.46146124694343
SplitValidateV2_79,on,SplitValidateV2_79_0,SplitValidateV2_79_0_0,85.38408672876508
SplitValidateV2_79,on,SplitValidateV2_79_0,SplitValidateV2_79_0_1,111.80783258943622
SplitValidateV2_79,on,SplitValidateV2_79_1,SplitValidateV2_79_1_0,98.65419366097535
SplitValidateV2_81,on,SplitValidateV2_81_0,SplitValidateV2_81_0_0,91.84322398969141
SplitValidateV2_82,on,SplitValidateV2_82_0,SplitValidateV2_82_0_0,106.53125587996705
SplitValidateV2_82,on,SplitValidateV2_82_2,SplitValidateV2_82_2_0,104.19626805524338
SplitValidateV2_83,on,SplitValidateV2_83_0,SplitValidateV2_83_0_0,124.04717689228372
SplitValidateV2_88,on,SplitValidateV2_88_0,SplitValidateV2_88_0_0,79.20298101609079
SplitValidateV2_89,off,SplitValidateV2_89_0,SplitValidateV2_89_0_0,103.77871853098762
SplitValidateV2_90,on,SplitValidateV2_90_0,SplitValidateV2_90_0_0,90.90744350926747
SplitValidateV2_90,on,SplitValidateV2_90_1,SplitValidateV2_90_1_0,117.7239339746283
SplitValidateV2_90,on,SplitValidateV2_90_1,SplitValidateV2_90_1_1,93.25878519296806
SplitValidateV2_90,on,SplitValidateV2_90_1,SplitValidateV2_90_1_2,103.00180682364365
SplitValidateV2_91,on,SplitValidateV2_91_1,SplitValidateV2_91_1_0,91.54497517670329
SplitValidateV2_92,off,SplitValidateV2_92_0,SplitValidateV2_92_0_0,93.59626889679745
SplitValidateV2_94,off,SplitValidateV2_94_2,SplitValidateV2_94_2_0,88.18830629322233
SplitValidateV2_97,on,SplitValidateV2_97_0,SplitValidateV2_97_0_0,90.32866723183713
SplitValidateV2_99,off,SplitValidateV2_99_0,SplitValidateV2_99_0_0,101.60740954491229
SplitValidateV2_100,off,SplitValidateV2_100_0,SplitValidateV2_100_0_0,111.13079829790743
SplitValidateV2_100,off,SplitValidateV2_100_0,SplitValidateV2_100_0_1,112.56348286279156
SplitValidateV2_101,on,SplitValidateV2_101_0,SplitValidateV2_101_0_0,86.26492353770665
SplitValidateV2_101,on,SplitValidateV2_101_0,SplitValidateV2_101_0_1,125.78782510642459
SplitValidateV2_103,on,SplitValidateV2_103_0,SplitValidateV2_103_0_0,90.53593404971141
SplitValidateV2_104,on,SplitValidateV2_104_0,SplitValidateV2_104_0_0,103.14685436411509
SplitValidateV2_106,off,SplitValidateV2_106_0,SplitValidateV2_106_0_0,88.05669835605983
SplitValidateV2_107,on,SplitValidateV2_107_0,SplitValidateV2_107_0_0,107.14351247025229
SplitValidateV2_108,off,SplitValidateV2_108_0,SplitValidateV2_108_0_0,97.76651212435588
SplitValidateV2_114,on,SplitValidateV2_114_0,SplitValidateV2_114_0_0,103.2114077803606
SplitValidateV2_115,off,SplitValidateV2_115_0,SplitValidateV2_115_0_0,89.16168750648104
SplitValidateV2_117,off,SplitValidateV2_117_0,SplitValidateV2_117_0_0,104.4560779589157
SplitValidateV2_117,off,SplitValidateV2_117_1,SplitValidateV2_117_1_0,102.50558764031359
SplitValidateV2_119,off,SplitValidateV2_119_0,SplitValidateV2_119_0_0,111.33276956707155
SplitValidateV2_119,off,SplitValidateV2_119_0,SplitValidateV2_119_0_1,109.97166688327682
SplitValidateV2_126,on,SplitValidateV2_126_1,SplitValidateV2_126_1_0,103.88411395580228
SplitValidateV2_127,off,SplitValidateV2_127_0,SplitValidateV2_127_0_0,108.09717756554872
SplitValidateV2_127,off,SplitValidateV2_127_1,SplitValidateV2_127_1_0,107.20395488162168
SplitValidateV2_130,off,SplitValidateV2_130_0,SplitValidateV2_130_0_0,91.3965441372134
SplitValidateV2_132,on,SplitValidateV2_132_0,SplitValidateV2_132_0_0,101.38093026916997
SplitValidateV2_134,off,SplitValidateV2_134_1,SplitValidateV2_134_1_0,82.770087575471
SplitValidateV2_135,on,SplitValidateV2_135_0,SplitValidateV2_135_0_0,89.1362503921243
SplitValidateV2_137,off,SplitValidateV2_137_0,SplitValidateV2_137_0_0,89.81998293393892
SplitValidateV2_140,off,SplitValidateV2_140_1,SplitValidateV2_140_1_0,88.87118324904411
SplitValidateV2_140,off,SplitValidateV2_140_1,SplitValidateV2_140_1_1,106.3779408532826
SplitValidateV2_144,on,SplitValidateV2_144_1,SplitValidateV2_144_1_0,103.60242396100045
SplitValidateV2_150,off,SplitValidateV2_150_1,SplitValidateV2_150_1_0,102.1701941865057
SplitValidateV2_151,off,SplitValidateV2_151_0,SplitValidateV2_151_0_0,82.814656581247
SplitValidateV2_151,off,SplitValidateV2_151_1,SplitValidateV2_151_1_0,100.1138604581972
SplitValidateV2_154,on,SplitValidateV2_154_0,SplitValidateV2_154_0_0,119.49207112210597
SplitValidateV2_154,on,SplitValidateV2_154_0,SplitValidateV2_154_0_1,100.54713384277719
SplitValidateV2_160,on,SplitValidateV2_160_0,SplitValidateV2_160_0_0,91.2902992663207
SplitValidateV2_160,on,SplitValidateV2_160_0,SplitValidateV2_160_0_1,99.5101483256519
SplitValidateV2_160,on,SplitValidateV2_160_1,SplitValidateV2_160_1_0,107.4733123028524
SplitValidateV2_161,on,SplitValidateV2_161_0,SplitValidateV2_161_0_0,127.03488417125641
SplitValidateV2_161,on,SplitValidateV2_161_0,SplitValidateV2_161_0_1,107.79478797401153
SplitValidateV2_162,off,SplitValidateV2_162_1,SplitValidateV2_162_1_0,93.80222601999736
SplitValidateV2_162,off,SplitValidateV2_162_1,SplitValidateV2_162_1_1,96.79877386820637
SplitValidateV2_163,off,SplitValidateV2_163_0,SplitValidateV2_163_0_0,111.9559072155461
SplitValidateV2_163,off,SplitValidateV2_163_0,SplitValidateV2_163_0_1,105.18340181269308
SplitValidateV2_166,off,SplitValidateV2_166_0,SplitValidateV2_166_0_0,130.72965896124563
SplitValidateV2_168,off,SplitValidateV2_168_1,SplitValidateV2_168_1_0,117.29631707567127
SplitValidateV2_169,on,SplitValidateV2_169_0,SplitValidateV2_169_0_0,81.27271557217023
SplitValidateV2_169,on,SplitValidateV2_169_0,SplitValidateV2_169_0_1,105.98841236756293
SplitValidateV2_170,off,SplitValidateV2_170_1,SplitValidateV2_170_1_0,110.13552284429969
SplitValidateV2_173,on,SplitValidateV2_173_0,SplitValidateV2_173_0_0,79.2080821153392
SplitValidateV2_173,on,SplitValidateV2_173_0,SplitValidateV2_173_0_1,82.96097836331569
SplitValidateV2_174,off,SplitValidateV2_174_0,SplitValidateV2_174_0_0,117.83542362642247
SplitValidateV2_175,on,SplitValidateV2_175_2,SplitValidateV2_175_2_0,115.84639698096633
SplitValidateV2_175,on,SplitValidateV2_175_2,SplitValidateV2_175_2_1,120.38333035878463
SplitValidateV2_175,on,SplitValidateV2_175_2,SplitValidateV2_175_2_2,76.566879688998
SplitValidateV2_179,off,SplitValidateV2_179_0,SplitValidateV2_179_0_0,81.79865535754169
SplitValidateV2_181,on,SplitValidateV2_181_0,SplitValidateV2_181_0_0,98.69439557995781
SplitValidateV2_182,off,SplitValidateV2_182_1,SplitValidateV2_182_1_0,114.83306511785486
SplitValidateV2_183,on,SplitValidateV2_183_1,SplitValidateV2_183_1_0,114.32315959494873
SplitValidateV2_186,on,SplitValidateV2_186_0,SplitValidateV2_186_0_0,86.6725657136625
SplitValidateV2_188,on,SplitValidateV2_188_0,SplitValidateV2_188_0_0,82.09602707617674
SplitValidateV2_188,on,SplitValidateV2_188_0,SplitValidateV2_188_0_1,95.57449244400965
SplitValidateV2_188,on,SplitValidateV2_188_0,SplitValidateV2_188_0_2,114.07099331368744
SplitValidateV2_189,on,SplitValidateV2_189_0,SplitValidateV2_189_0_0,116.71563677355184
SplitValidateV2_189,on,SplitValidateV2_189_1,SplitValidateV2_189_1_0,102.73258695803273
SplitValidateV2_189,on,SplitValidateV2_189_1,SplitValidateV2_189_1_1,104.09695463098934
SplitValidateV2_192,off,SplitValidateV2_192_0,SplitValidateV2_192_0_0,111.88365797001003
SplitValidateV2_193,on,SplitValidateV2_193_0,SplitValidateV2_193_0_0,82.27827795458703
SplitValidateV2_193,on,SplitValidateV2_193_3,SplitValidateV2_193_3_0,97.96106612648536
SplitValidateV2_194,on,SplitValidateV2_194_0,SplitValidateV2_194_0_0,95.87304832211952
SplitValidateV2_197,off,SplitValidateV2_197_1,SplitValidateV2_197_1_0,127.04388504287128
SplitValidateV2_200,on,SplitValidateV2_200_0,SplitValidateV2_200_0_0,108.48205775620815
SplitValidateV2_201,off,SplitValidateV2_201_0,SplitValidateV2_201_0_0,93.3534528741125
SplitValidateV2_202,off,SplitValidateV2_202_0,SplitValidateV2_202_0_0,100.85014042079706
SplitValidateV2_204,off,SplitValidateV2_204_0,SplitValidateV2_204_0_0,101.99099247707659
SplitValidateV2_205,off,SplitValidateV2_205_0,SplitValidateV2_205_0_0,115.33752821883675
SplitValidateV2_205,off,SplitValidateV2_205_1,SplitValidateV2_205_1_0,116.6827511997525
SplitValidateV2_206,on,SplitValidateV2_206_0,SplitValidateV2_206_0_0,93.69382823859155
SplitValidateV2_207,on,SplitValidateV2_207_0,SplitValidateV2_207_0_0,88.33332644010471
SplitValidateV2_208,off,SplitValidateV2_208_0,SplitValidateV2_208_0_0,91.56932566554106
SplitValidateV2_209,on,SplitValidateV2_209_0,SplitValidateV2_209_0_0,74.25754590701865
SplitValidateV2_209,on,SplitValidateV2_209_1,SplitValidateV2_209_1_0,148.46249921103765
SplitValidateV2_209,on,SplitValidateV2_209_1,SplitValidateV2_209_1_1,120.04154111764446
SplitValidateV2_209,on,SplitValidateV2_209_2,SplitValidateV2_209_2_0,84.61624244536864
SplitValidateV2_211,on,SplitValidateV2_211_0,SplitValidateV2_211_0_0,65.72147732083766
SplitValidateV2_212,on,SplitValidateV2_212_2,SplitValidateV2_212_2_0,93.99492871911427
SplitValidateV2_214,off,SplitValidateV2_214_0,SplitValidateV2_214_0_0,92.86690480577074
SplitValidateV2_216,on,SplitValidateV2_216_0,SplitValidateV2_216_0_0,96.07367068020167
SplitValidateV2_216,on,SplitValidateV2_216_0,SplitValidateV2_216_0_1,83.83438829846955
SplitValidateV2_216,on,SplitValidateV2_216_1,SplitValidateV2_216_1_0,102.00292340976492
SplitValidateV2_217,on,SplitValidateV2_217_0,SplitValidateV2_217_0_0,91.98364797614944
SplitValidateV2_218,on,SplitValidateV2_218_0,SplitValidateV2_218_0_0,103.4339944547687
SplitValidateV2_219,on,SplitValidateV2_219_0,SplitValidateV2_219_0_0,63.90797143830276
SplitValidateV2_220,on,SplitValidateV2_220_0,SplitValidateV2_220_0_0,72.49703217905677
SplitValidateV2_222,on,SplitValidateV2_222_0,SplitValidateV2_222_0_0,84.12316547994068
SplitValidateV2_223,on,SplitValidateV2_223_0,SplitValidateV2_223_0_0,112.28321014789715
SplitValidateV2_225,on,SplitValidateV2_225_0,SplitValidateV2_225_0_0,118.18620187470036
SplitValidateV2_226,off,SplitValidateV2_226_0,SplitValidateV2_226_0_0,115.5157134276727
SplitValidateV2_227,on,SplitValidateV2_227_0,SplitValidateV2_227_0_0,113.45986655494072
SplitValidateV2_228,off,SplitValidateV2_228_1,SplitValidateV2_228_1_0,121.97104354237973
SplitValidateV2_228,off,SplitValidateV2_228_1,SplitValidateV2_228_1_1,87.44827569493921
SplitValidateV2_230,on,SplitValidateV2_230_0,SplitValidateV2_230_0_0,93.79274338827952
SplitValidateV2_230,on,SplitValidateV2_230_0,SplitValidateV2_230_0_1,92.51691088979366
SplitValidateV2_232,on,SplitValidateV2_232_0,SplitValidateV2_232_0_0,78.77011986855076
SplitValidateV2_238,off,SplitValidateV2_238_0,SplitValidateV2_238_0_0,81.59434381494223
SplitValidateV2_239,on,SplitValidateV2_239_1,SplitValidateV2_239_1_0,130.55469281437578
SplitValidateV2_239,on,SplitValidateV2_239_1,SplitValidateV2_239_1_1,85.13091425282245
SplitValidateV2_240,off,SplitValidateV2_240_0,SplitValidateV2_240_0_0,98.3833447982958
SplitValidateV2_240,off,SplitValidateV2_240_1,SplitValidateV2_240_1_0,126.63724622966099
SplitValidateV2_245,off,SplitValidateV2_245_0,SplitValidateV2_245_0_0,92.3226678128544
SplitValidateV2_245,off,SplitValidateV2_245_0,SplitValidateV2_245_0_1,94.76081239928305
SplitValidateV2_246,off,SplitValidateV2_246_0,SplitValidateV2_246_0_0,97.65899754239447
SplitValidateV2_247,on,SplitValidateV2_247_0,SplitValidateV2_247_0_0,106.28759902832972
SplitValidateV2_248,off,SplitValidateV2_248_2,SplitValidateV2_248_2_0,83.03569102470661
SplitValidateV2_249,on,SplitValidateV2_249_0,SplitValidateV2_249_0_0,105.35340407245764
SplitValidateV2_250,off,SplitValidateV2_250_0,SplitValidateV2_250_0_0,85.65959376597205
SplitValidateV2_254,off,SplitValidateV2_254_0,SplitValidateV2_254_0_0,110.6573516871076
SplitValidateV2_255,off,SplitValidateV2_255_0,SplitValidateV2_255_0_0,116.61871401823493
SplitValidateV2_255,off,SplitValidateV2_255_0,SplitValidateV2_255_0_1,74.4187890997564
SplitValidateV2_257,on,SplitValidateV2_257_0,SplitValidateV2_257_0_0,87.53925633372855
SplitValidateV2_258,off,SplitValidateV2_258_0,SplitValidateV2_258_0_0,94.11363020747399
SplitValidateV2_261,on,SplitValidateV2_261_0,SplitValidateV2_261_0_0,118.77396151123756
SplitValidateV2_262,on,SplitValidateV2_262_0,SplitValidateV2_262_0_0,106.51843273589567
SplitValidateV2_263,off,SplitValidateV2_263_0,SplitValidateV2_263_0_0,97.1281977345758
SplitValidateV2_264,on,SplitValidateV2_264_1,SplitValidateV2_264_1_0,90.59780010229471
SplitValidateV2_265,on,SplitValidateV2_265_0,SplitValidateV2_265_0_0,98.13462348100674
SplitValidateV2_266,off,SplitValidateV2_266_1,SplitValidateV2_266_1_0,88.95836910298385
SplitValidateV2_269,on,SplitValidateV2_269_0,SplitValidateV2_269_0_0,97.3622513398121
SplitValidateV2_269,on,SplitValidateV2_269_0,SplitValidateV2_269_0_1,102.4862011383109
SplitValidateV2_272,off,SplitValidateV2_272_0,SplitValidateV2_272_0_0,105.59378841951366
SplitValidateV2_274,on,SplitValidateV2_274_0,SplitValidateV2_274_0_0,118.0348340789065
SplitValidateV2_275,on,SplitValidateV2_275_0,SplitValidateV2_275_0_0,93.90168637655024
SplitValidateV2_275,on,SplitValidateV2_275_0,SplitValidateV2_275_0_1,113.92418537998627
SplitValidateV2_275,on,SplitValidateV2_275_1,SplitValidateV2_275_1_0,105.85170468211454
SplitValidateV2_276,off,SplitValidateV2_276_0,SplitValidateV2_276_0_0,120.91807950887844
SplitValidateV2_276,off,SplitValidateV2_276_1,SplitValidateV2_276_1_0,123.7357330934613
SplitValidateV2_277,off,SplitValidateV2_277_0,SplitValidateV2_277_0_0,103.10355572927253
SplitValidateV2_283,off,SplitValidateV2_283_0,SplitValidateV2_283_0_0,79.10428686774456
SplitValidateV2_285,on,SplitValidateV2_285_0,SplitValidateV2_285_0_0,77.51496283788335
SplitValidateV2_286,off,SplitValidateV2_286_0,SplitValidateV2_286_0_0,113.70938489251039
SplitValidateV2_287,on,SplitValidateV2_287_0,SplitValidateV2_287_0_0,98.74616426901085
SplitValidateV2_291,on,SplitValidateV2_291_0,SplitValidateV2_291_0_0,113.33578906324138
SplitValidateV2_291,on,SplitValidateV2_291_1,SplitValidateV2_291_1_0,106.95195970568346
SplitValidateV2_292,on,SplitValidateV2_292_0,SplitValidateV2_292_0_0,78.94871502143138
SplitValidateV2_293,on,SplitValidateV2_293_0,SplitValidateV2_293_0_0,82.94913907355777
SplitValidateV2_293,on,SplitValidateV2_293_0,SplitValidateV2_293_0_1,119.85388291041943
SplitValidateV2_294,off,SplitValidateV2_294_0,SplitValidateV2_294_0_0,106.68863229188082
SplitValidateV2_295,off,SplitValidateV2_295_0,SplitValidateV2_295_0_0,83.55547223375319
SplitValidateV2_296,off,SplitValidateV2_296_0,SplitValidateV2_296_0_0,120.4507021953907
SplitValidateV2_296,off,SplitValidateV2_296_0,SplitValidateV2_296_0_1,109.41569951616346
SplitValidateV2_299,on,SplitValidateV2_299_0,SplitValidateV2_299_0_0,107.53487248018058
SplitValidateV2_300,off,SplitValidateV2_300_0,SplitValidateV2_300_0_0,99.62205228232736
SplitValidateV2_304,off,SplitValidateV2_304_0,SplitValidateV2_304_0_0,119.40727219022259
SplitValidateV2_305,off,SplitValidateV2_305_0,SplitValidateV2_305_0_0,71.39861904489541
SplitValidateV2_306,on,SplitValidateV2_306_0,SplitValidateV2_306_0_0,99.28027196159275
SplitValidateV2_314,off,SplitValidateV2_314_0,SplitValidateV2_314_0_0,84.48834853902231
SplitValidateV2_317,off,SplitValidateV2_317_0,SplitValidateV2_317_0_0,63.015340105677616
SplitValidateV2_317,off,SplitValidateV2_317_0,SplitValidateV2_317_0_1,110.34148286181735
SplitValidateV2_317,off,SplitValidateV2_317_0,SplitValidateV2_317_0_2,127.89385005453688
SplitValidateV2_317,off,SplitValidateV2_317_1,SplitValidateV2_317_1_0,119.33671056326605
SplitValidateV2_319,off,SplitValidateV2_319_0,SplitValidateV2_319_0_0,101.46902479616709
SplitValidateV2_321,on,SplitValidateV2_321_0,SplitValidateV2_321_0_0,83.76672219304179
SplitValidateV2_327,off,SplitValidateV2_327_0,SplitValidateV2_327_0_0,138.51237488324614
SplitValidateV2_330,on,SplitValidateV2_330_0,SplitValidateV2_330_0_0,83.61157755624073
SplitValidateV2_330,on,SplitValidateV2_330_0,SplitValidateV2_330_0_1,111.09532688423623
SplitValidateV2_330,on,SplitValidateV2_330_1,SplitValidateV2_330_1_0,112.23129080275498
SplitValidateV2_331,off,SplitValidateV2_331_0,SplitValidateV2_331_0_0,101.33437368082016
SplitValidateV2_334,off,SplitValidateV2_334_0,SplitValidateV2_334_0_0,98.43769368202565
SplitValidateV2_335,on,SplitValidateV2_335_0,SplitValidateV2_335_0_0,90.46360712151902
SplitValidateV2_336,off,SplitValidateV2_336_0,SplitValidateV2_336_0_0,108.00545787153642
SplitValidateV2_337,off,SplitValidateV2_337_0,SplitValidateV2_337_0_0,106.3340853331622
SplitValidateV2_337,off,SplitValidateV2_337_1,SplitValidateV2_337_1_0,87.84022982017876
SplitValidateV2_338,off,SplitValidateV2_338_0,SplitValidateV2_338_0_0,101.42739426662754
SplitValidateV2_339,on,SplitValidateV2_339_0,SplitValidateV2_339_0_0,97.7319028343736
SplitValidateV2_340,on,SplitValidateV2_340_1,SplitValidateV2_340_1_0,115.95923323662434
SplitValidateV2_341,off,SplitValidateV2_341_0,SplitValidateV2_341_0_0,72.66783120629165
SplitValidateV2_342,on,SplitValidateV2_342_0,SplitValidateV2_342_0_0,104.91518618709097
SplitValidateV2_342,on,SplitValidateV2_342_0,SplitValidateV2_342_0_1,128.03186581158246
SplitValidateV2_343,off,SplitValidateV2_343_0,SplitValidateV2_343_0_0,89.88065002416047
SplitValidateV2_343,off,SplitValidateV2_343_0,SplitValidateV2_343_0_1,123.89639509705145
SplitValidateV2_346,on,SplitValidateV2_346_0,SplitValidateV2_346_0_0,83.34048495697218
SplitValidateV2_348,off,SplitValidateV2_348_0,SplitValidateV2_348_0_0,96.08979539932658
SplitValidateV2_348,off,SplitValidateV2_348_1,SplitValidateV2_348_1_0,103.57989148258277
SplitValidateV2_350,on,SplitValidateV2_350_1,SplitValidateV2_350_1_0,119.63389800462508
SplitValidateV2_354,on,SplitValidateV2_354_1,SplitValidateV2_354_1_0,124.85335029635186
SplitValidateV2_354,on,SplitValidateV2_354_1,SplitValidateV2_354_1_1,105.22373632761625
SplitValidateV2_355,on,SplitValidateV2_355_0,SplitValidateV2_355_0_0,93.96225855572433
SplitValidateV2_356,off,SplitValidateV2_356_0,SplitValidateV2_356_0_0,106.56969508304167
SplitValidateV2_357,off,SplitValidateV2_357_0,SplitValidateV2_357_0_0,102.77663780378116
SplitValidateV2_359,off,SplitValidateV2_359_0,SplitValidateV2_359_0_0,96.21108920939517
SplitValidateV2_360,off,SplitValidateV2_360_0,SplitValidateV2_360_0_0,103.66143056484243
SplitValidateV2_361,on,SplitValidateV2_361_0,SplitValidateV2_361_0_0,109.51433119566389
SplitValidateV2_365,on,SplitValidateV2_365_0,SplitValidateV2_365_0_0,137.38529465982288
SplitValidateV2_366,on,SplitValidateV2_366_0,SplitValidateV2_366_0_0,91.66744337873729
SplitValidateV2_366,on,SplitValidateV2_366_0,SplitValidateV2_366_0_1,104.66168242074305
SplitValidateV2_366,on,SplitValidateV2_366_1,SplitValidateV2_366_1_0,112.24336303779768
SplitValidateV2_367,off,SplitValidateV2_367_0,SplitValidateV2_367_0_0,135.98143776076876
SplitValidateV2_368,on,SplitValidateV2_368_0,SplitValidateV2_368_0_0,109.72121495827302
SplitValidateV2_368,on,SplitValidateV2_368_1,SplitValidateV2_368_1_0,95.05843457179786
SplitValidateV2_368,on,SplitValidateV2_368_2,SplitValidateV2_368_2_0,95.57639614011968
SplitValidateV2_369,on,SplitValidateV2_369_0,SplitValidateV2_369_0_0,126.0930142947546
SplitValidateV2_370,on,SplitValidateV2_370_0,SplitValidateV2_370_0_0,123.25390377064208
SplitValidateV2_372,on,SplitValidateV2_372_0,SplitValidateV2_372_0_0,96.02913813895339
SplitValidateV2_373,on,SplitValidateV2_373_0,SplitValidateV2_373_0_0,130.5528499011069
SplitValidateV2_374,off,SplitValidateV2_374_0,SplitValidateV2_374_0_0,99.1654090211364
