userID,Treatment,sessionID,bookings
SplitValidateV2_24,off,SplitValidateV2_24_2,1.0
SplitValidateV2_25,off,SplitValidateV2_25_0,1.0
SplitValidateV2_25,off,SplitValidateV2_25_1,1.0
SplitValidateV2_26,off,SplitValidateV2_26_0,0.0
SplitValidateV2_26,off,SplitValidateV2_26_1,0.0
SplitValidateV2_27,off,SplitValidateV2_27_0,0.0
SplitValidateV2_27,off,SplitValidateV2_27_1,1.0
SplitValidateV2_27,off,SplitValidateV2_27_2,1.0
SplitValidateV2_28,off,SplitValidateV2_28_0,0.0
SplitValidateV2_29,off,SplitValidateV2_29_0,0.0
SplitValidateV2_30,off,SplitValidateV2_30_0,1.0
SplitValidateV2_30,off,SplitValidateV2_30_1,0.0
SplitValidateV2_31,on,SplitValidateV2_31_0,0.0
SplitValidateV2_32,off,SplitValidateV2_32_0,1.0
SplitValidateV2_33,off,SplitValidateV2_33_0,0.0
SplitValidateV2_33,off,SplitValidateV2_33_1,1.0
SplitValidateV2_34,off,SplitValidateV2_34_0,0.0
SplitValidateV2_35,off,SplitValidateV2_35_0,0.0
SplitValidateV2_35,off,SplitValidateV2_35_1,0.0
SplitValidateV2_36,off,SplitValidateV2_36_0,1.0
SplitValidateV2_37,off,SplitValidateV2_37_0,1.0
SplitValidateV2_38,off,SplitValidateV2_38_0,1.0
SplitValidateV2_39,off,SplitValidateV2_39_0,1.0
SplitValidateV2_39,off,SplitValidateV2_39_1,1.0
SplitValidateV2_40,off,SplitValidateV2_40_0,1.0
SplitValidateV2_41,off,SplitValidateV2_41_0,0.0
SplitValidateV2_41,off,SplitValidateV2_41_1,0.0
SplitValidateV2_42,on,SplitValidateV2_42_0,1.0
SplitValidateV2_42,on,SplitValidateV2_42_1,1.0
SplitValidateV2_42,on,SplitValidateV2_42_2,1.0
SplitValidateV2_43,on,SplitValidateV2_43_0,1.0
SplitValidateV2_43,on,SplitValidateV2_43_1,1.0
SplitValidateV2_44,on,SplitValidateV2_44_0,0.0
SplitValidateV2_45,on,SplitValidateV2_45_0,0.0
SplitValidateV2_46,on,SplitValidateV2_46_0,1.0
SplitValidateV2_47,on,SplitValidateV2_47_0,0.0
SplitValidateV2_48,on,SplitValidateV2_48_0,1.0
SplitValidateV2_48,on,SplitValidateV2_48_1,0.0
SplitValidateV2_48,on,SplitValidateV2_48_2,0.0
SplitValidateV2_48,on,SplitValidateV2_48_3,0.0
SplitValidateV2_49,on,SplitValidateV2_49_0,0.0
SplitValidateV2_50,on,SplitValidateV2_50_0,0.0
SplitValidateV2_51,on,SplitValidateV2_51_0,0.0
SplitValidateV2_51,on,SplitValidateV2_51_1,0.0
SplitValidateV2_52,on,SplitValidateV2_52_0,1.0
SplitValidateV2_53,off,SplitValidateV2_53_0,1.0
SplitValidateV2_53,off,SplitValidateV2_53_1,0.0
SplitValidateV2_54,off,SplitValidateV2_54_0,0.0
SplitValidateV2_54,off,SplitValidateV2_54_1,0.0
SplitValidateV2_55,off,SplitValidateV2_55_0,1.0
SplitValidateV2_56,off,SplitValidateV2_56_0,1.0
SplitValidateV2_56,off,SplitValidateV2_56_1,1.0
SplitValidateV2_57,off,SplitValidateV2_57_0,0.0
SplitValidateV2_58,on,SplitValidateV2_58_0,1.0
SplitValidateV2_59,off,SplitValidateV2_59_0,0.0
SplitValidateV2_60,off,SplitValidateV2_60_0,1.0
SplitValidateV2_60,off,SplitValidateV2_60_1,1.0
SplitValidateV2_61,off,SplitValidateV2_61_0,1.0
SplitValidateV2_62,off,SplitValidateV2_62_0,2.0
SplitValidateV2_63,on,SplitValidateV2_63_0,0.0
SplitValidateV2_64,on,SplitValidateV2_64_0,0.0
SplitValidateV2_64,on,SplitValidateV2_64_1,0.0
SplitValidateV2_64,on,SplitValidateV2_64_2,2.0
SplitValidateV2_65,on,SplitValidateV2_65_0,0.0
SplitValidateV2_66,on,SplitValidateV2_66_0,0.0
SplitValidateV2_67,off,SplitValidateV2_67_0,2.0
SplitValidateV2_67,off,SplitValidateV2_67_1,0.0
SplitValidateV2_68,off,SplitValidateV2_68_0,0.0
SplitValidateV2_69,on,SplitValidateV2_69_0,0.0
SplitValidateV2_69,on,SplitValidateV2_69_1,1.0
SplitValidateV2_70,on,SplitValidateV2_70_0,0.0
SplitValidateV2_71,on,SplitValidateV2_71_0,2.0
SplitValidateV2_71,on,SplitValidateV2_71_1,0.0
SplitValidateV2_72,on,SplitValidateV2_72_0,0.0
SplitValidateV2_72,on,SplitValidateV2_72_1,1.0
SplitValidateV2_73,off,SplitValidateV2_73_0,0.0
SplitValidateV2_74,off,SplitValidateV2_74_0,0.0
SplitValidateV2_75,on,SplitValidateV2_75_0,0.0
SplitValidateV2_76,off,SplitValidateV2_76_0,1.0
SplitValidateV2_76,off,SplitValidateV2_76_1,2.0
SplitValidateV2_77,on,SplitValidateV2_77_0,1.0
SplitValidateV2_77,on,SplitValidateV2_77_1,0.0
SplitValidateV2_78,on,SplitValidateV2_78_0,0.0
SplitValidateV2_78,on,SplitValidateV2_78_1,0.0
SplitValidateV2_79,on,SplitValidateV2_79_0,2.0
SplitValidateV2_79,on,SplitValidateV2_79_1,1.0
SplitValidateV2_80,off,SplitValidateV2_80_0,0.0
SplitValidateV2_80,off,SplitValidateV2_80_1,0.0
SplitValidateV2_81,on,SplitValidateV2_81_0,1.0
SplitValidateV2_82,on,SplitValidateV2_82_0,1.0
SplitValidateV2_82,on,SplitValidateV2_82_1,0.0
SplitValidateV2_82,on,SplitValidateV2_82_2,1.0
SplitValidateV2_83,on,SplitValidateV2_83_0,1.0
SplitValidateV2_84,off,SplitValidateV2_84_0,0.0
SplitValidateV2_85,off,SplitValidateV2_85_0,0.0
SplitValidateV2_86,off,SplitValidateV2_86_0,0.0
SplitValidateV2_87,off,SplitValidateV2_87_0,0.0
SplitValidateV2_88,on,SplitValidateV2_88_0,1.0
SplitValidateV2_88,on,SplitValidateV2_88_1,0.0
SplitValidateV2_89,off,SplitValidateV2_89_0,1.0
SplitValidateV2_89,off,SplitValidateV2_89_1,0.0
SplitValidateV2_90,on,SplitValidateV2_90_0,1.0
SplitValidateV2_90,on,SplitValidateV2_90_1,3.0
SplitValidateV2_91,on,SplitValidateV2_91_0,0.0
SplitValidateV2_91,on,SplitValidateV2_91_1,1.0
SplitValidateV2_92,off,SplitValidateV2_92_0,1.0
SplitValidateV2_93,off,SplitValidateV2_93_0,0.0
SplitValidateV2_94,off,SplitValidateV2_94_0,0.0
SplitValidateV2_94,off,SplitValidateV2_94_1,0.0
SplitValidateV2_94,off,SplitValidateV2_94_2,1.0
SplitValidateV2_95,on,SplitValidateV2_95_0,0.0
SplitValidateV2_95,on,SplitValidateV2_95_1,0.0
SplitValidateV2_96,on,SplitValidateV2_96_0,0.0
SplitValidateV2_97,on,SplitValidateV2_97_0,1.0
SplitValidateV2_98,on,SplitValidateV2_98_0,0.0
SplitValidateV2_99,off,SplitValidateV2_99_0,1.0
SplitValidateV2_100,off,SplitValidateV2_100_0,2.0
SplitValidateV2_101,on,SplitValidateV2_101_0,2.0
SplitValidateV2_101,on,SplitValidateV2_101_1,0.0
SplitValidateV2_102,on,SplitValidateV2_102_0,0.0
SplitValidateV2_103,on,SplitValidateV2_103_0,1.0
SplitValidateV2_104,on,SplitValidateV2_104_0,1.0
SplitValidateV2_104,on,SplitValidateV2_104_1,0.0
SplitValidateV2_105,on,SplitValidateV2_105_0,0.0
SplitValidateV2_106,off,SplitValidateV2_106_0,1.0
SplitValidateV2_107,on,SplitValidateV2_107_0,1.0
SplitValidateV2_108,off,SplitValidateV2_108_0,1.0
SplitValidateV2_108,off,SplitValidateV2_108_1,0.0
SplitValidateV2_109,on,SplitValidateV2_109_0,0.0
SplitValidateV2_110,on,SplitValidateV2_110_0,0.0
SplitValidateV2_111,on,SplitValidateV2_111_0,0.0
SplitValidateV2_112,off,SplitValidateV2_112_0,0.0
SplitValidateV2_113,off,SplitValidateV2_113_0,0.0
SplitValidateV2_114,on,SplitValidateV2_114_0,1.0
SplitValidateV2_115,off,SplitValidateV2_115_0,1.0
SplitValidateV2_116,on,SplitValidateV2_116_0,0.0
SplitValidateV2_117,off,SplitValidateV2_117_0,1.0
SplitValidateV2_117,off,SplitValidateV2_117_1,1.0
SplitValidateV2_117,off,SplitValidateV2_117_2,0.0
SplitValidateV2_118,on,SplitValidateV2_118_0,0.0
SplitValidateV2_118,on,SplitValidateV2_118_1,0.0
SplitValidateV2_119,off,SplitValidateV2_119_0,2.0
SplitValidateV2_120,on,SplitValidateV2_120_0,0.0
SplitValidateV2_121,off,SplitValidateV2_121_0,0.0
SplitValidateV2_121,off,SplitValidateV2_121_1,0.0
SplitValidateV2_121,off,SplitValidateV2_121_2,0.0
SplitValidateV2_122,on,SplitValidateV2_122_0,0.0
SplitValidateV2_123,off,SplitValidateV2_123_0,0.0
SplitValidateV2_123,off,SplitValidateV2_123_1,0.0
SplitValidateV2_124,on,SplitValidateV2_124_0,0.0
SplitValidateV2_125,off,SplitValidateV2_125_0,0.0
SplitValidateV2_126,on,SplitValidateV2_126_0,0.0
SplitValidateV2_126,on,SplitValidateV2_126_1,1.0
SplitValidateV2_127,off,SplitValidateV2_127_0,1.0
SplitValidateV2_127,off,SplitValidateV2_127_1,1.0
SplitValidateV2_128,off,SplitValidateV2_128_0,0.0
SplitValidateV2_128,off,SplitValidateV2_128_1,0.0
SplitValidateV2_129,off,SplitValidateV2_129_0,0.0
SplitValidateV2_130,off,SplitValidateV2_130_0,1.0
SplitValidateV2_131,off,SplitValidateV2_131_0,0.0
SplitValidateV2_132,on,SplitValidateV2_132_0,1.0
SplitValidateV2_133,off,SplitValidateV2_133_0,0.0
SplitValidateV2_134,off,SplitValidateV2_134_0,0.0
SplitValidateV2_134,off,SplitValidateV2_134_1,1.0
SplitValidateV2_135,on,SplitValidateV2_135_0,1.0
SplitValidateV2_136,on,SplitValidateV2_136_0,0.0
SplitValidateV2_137,off,SplitValidateV2_137_0,1.0
SplitValidateV2_138,off,SplitValidateV2_138_0,0.0
SplitValidateV2_139,off,SplitValidateV2_139_0,0.0
SplitValidateV2_140,off,SplitValidateV2_140_0,0.0
SplitValidateV2_140,off,SplitValidateV2_140_1,2.0
SplitValidateV2_141,on,SplitValidateV2_141_0,0.0
SplitValidateV2_141,on,SplitValidateV2_141_1,0.0
SplitValidateV2_142,on,SplitValidateV2_142_0,0.0
SplitValidateV2_143,off,SplitValidateV2_143_0,0.0
SplitValidateV2_144,on,SplitValidateV2_144_0,0.0
SplitValidateV2_144,on,SplitValidateV2_144_1,1.0
SplitValidateV2_145,off,SplitValidateV2_145_0,0.0
SplitValidateV2_145,off,SplitValidateV2_145_1,0.0
SplitValidateV2_146,on,SplitValidateV2_146_0,0.0
SplitValidateV2_147,on,SplitValidateV2_147_0,0.0
SplitValidateV2_148,on,SplitValidateV2_148_0,0.0
SplitValidateV2_149,off,SplitValidateV2_149_0,0.0
SplitValidateV2_150,off,SplitValidateV2_150_0,0.0
SplitValidateV2_150,off,SplitValidateV2_150_1,1.0
SplitValidateV2_151,off,SplitValidateV2_151_0,1.0
SplitValidateV2_151,off,SplitValidateV2_151_1,1.0
SplitValidateV2_152,off,SplitValidateV2_152_0,0.0
SplitValidateV2_153,off,SplitValidateV2_153_0,0.0
SplitValidateV2_154,on,SplitValidateV2_154_0,2.0
SplitValidateV2_155,off,SplitValidateV2_155_0,0.0
SplitValidateV2_155,off,SplitValidateV2_155_1,0.0
SplitValidateV2_156,off,SplitValidateV2_156_0,0.0
SplitValidateV2_157,on,SplitValidateV2_157_0,0.0
SplitValidateV2_158,on,SplitValidateV2_158_0,0.0
SplitValidateV2_159,on,SplitValidateV2_159_0,0.0
SplitValidateV2_159,on,SplitValidateV2_159_1,0.0
SplitValidateV2_160,on,SplitValidateV2_160_0,2.0
SplitValidateV2_160,on,SplitValidateV2_160_1,1.0
SplitValidateV2_161,on,SplitValidateV2_161_0,2.0
SplitValidateV2_162,off,SplitValidateV2_162_0,0.0
SplitValidateV2_162,off,SplitValidateV2_162_1,2.0
SplitValidateV2_163,off,SplitValidateV2_163_0,2.0
SplitValidateV2_164,off,SplitValidateV2_164_0,0.0
SplitValidateV2_165,off,SplitValidateV2_165_0,0.0
SplitValidateV2_165,off,SplitValidateV2_165_1,0.0
SplitValidateV2_166,off,SplitValidateV2_166_0,1.0
SplitValidateV2_167,on,SplitValidateV2_167_0,0.0
SplitValidateV2_167,on,SplitValidateV2_167_1,0.0
SplitValidateV2_168,off,SplitValidateV2_168_0,0.0
SplitValidateV2_168,off,SplitValidateV2_168_1,1.0
SplitValidateV2_169,on,SplitValidateV2_169_0,2.0
SplitValidateV2_169,on,SplitValidateV2_169_1,0.0
SplitValidateV2_170,off,SplitValidateV2_170_0,0.0
SplitValidateV2_170,off,SplitValidateV2_170_1,1.0
SplitValidateV2_170,off,SplitValidateV2_170_2,0.0
SplitValidateV2_171,on,SplitValidateV2_171_0,0.0
SplitValidateV2_172,off,SplitValidateV2_172_0,0.0
SplitValidateV2_173,on,SplitValidateV2_173_0,2.0
SplitValidateV2_173,on,SplitValidateV2_173_1,0.0
SplitValidateV2_174,off,SplitValidateV2_174_0,1.0
SplitValidateV2_175,on,SplitValidateV2_175_0,0.0
SplitValidateV2_175,on,SplitValidateV2_175_1,0.0
SplitValidateV2_175,on,SplitValidateV2_175_2,3.0
SplitValidateV2_175,on,SplitValidateV2_175_3,0.0
SplitValidateV2_176,off,SplitValidateV2_176_0,0.0
SplitValidateV2_176,off,SplitValidateV2_176_1,0.0
SplitValidateV2_177,on,SplitValidateV2_177_0,0.0
SplitValidateV2_178,off,SplitValidateV2_178_0,0.0
SplitValidateV2_179,off,SplitValidateV2_179_0,1.0
SplitValidateV2_180,on,SplitValidateV2_180_0,0.0
SplitValidateV2_181,on,SplitValidateV2_181_0,1.0
SplitValidateV2_182,off,SplitValidateV2_182_0,0.0
SplitValidateV2_182,off,SplitValidateV2_182_1,1.0
SplitValidateV2_183,on,SplitValidateV2_183_0,0.0
SplitValidateV2_183,on,SplitValidateV2_183_1,1.0
SplitValidateV2_184,off,SplitValidateV2_184_0,0.0
SplitValidateV2_184,off,SplitValidateV2_184_1,0.0
SplitValidateV2_185,off,SplitValidateV2_185_0,0.0
SplitValidateV2_186,on,SplitValidateV2_186_0,1.0
SplitValidateV2_187,off,SplitValidateV2_187_0,0.0
SplitValidateV2_187,off,SplitValidateV2_187_1,0.0
SplitValidateV2_188,on,SplitValidateV2_188_0,3.0
SplitValidateV2_189,on,SplitValidateV2_189_0,1.0
SplitValidateV2_189,on,SplitValidateV2_189_1,2.0
SplitValidateV2_190,on,SplitValidateV2_190_0,0.0
SplitValidateV2_191,off,SplitValidateV2_191_0,0.0
SplitValidateV2_192,off,SplitValidateV2_192_0,1.0
SplitValidateV2_192,off,SplitValidateV2_192_1,0.0
SplitValidateV2_193,on,SplitValidateV2_193_0,1.0
SplitValidateV2_193,on,SplitValidateV2_193_1,0.0
SplitValidateV2_193,on,SplitValidateV2_193_2,0.0
SplitValidateV2_193,on,SplitValidateV2_193_3,1.0
SplitValidateV2_194,on,SplitValidateV2_194_0,1.0
SplitValidateV2_195,off,SplitValidateV2_195_0,0.0
SplitValidateV2_196,on,SplitValidateV2_196_0,0.0
SplitValidateV2_197,off,SplitValidateV2_197_0,0.0
SplitValidateV2_197,off,SplitValidateV2_197_1,1.0
SplitValidateV2_198,off,SplitValidateV2_198_0,0.0
SplitValidateV2_199,off,SplitValidateV2_199_0,0.0
SplitValidateV2_200,on,SplitValidateV2_200_0,1.0
SplitValidateV2_201,off,SplitValidateV2_201_0,1.0
SplitValidateV2_202,off,SplitValidateV2_202_0,1.0
SplitValidateV2_203,on,SplitValidateV2_203_0,0.0
SplitValidateV2_204,off,SplitValidateV2_204_0,1.0
SplitValidateV2_205,off,SplitValidateV2_205_0,1.0
SplitValidateV2_205,off,SplitValidateV2_205_1,1.0
SplitValidateV2_206,on,SplitValidateV2_206_0,1.0
SplitValidateV2_207,on,SplitValidateV2_207_0,1.0
SplitValidateV2_208,off,SplitValidateV2_208_0,1.0
SplitValidateV2_209,on,SplitValidateV2_209_0,1.0
SplitValidateV2_209,on,SplitValidateV2_209_1,2.0
SplitValidateV2_209,on,SplitValidateV2_209_2,1.0
SplitValidateV2_210,off,SplitValidateV2_210_0,0.0
SplitValidateV2_211,on,SplitValidateV2_211_0,1.0
SplitValidateV2_212,on,SplitValidateV2_212_0,0.0
SplitValidateV2_212,on,SplitValidateV2_212_1,0.0
SplitValidateV2_212,on,SplitValidateV2_212_2,1.0
SplitValidateV2_213,on,SplitValidateV2_213_0,0.0
SplitValidateV2_213,on,SplitValidateV2_213_1,0.0
SplitValidateV2_213,on,SplitValidateV2_213_2,0.0
SplitValidateV2_214,off,SplitValidateV2_214_0,1.0
SplitValidateV2_215,on,SplitValidateV2_215_0,0.0
SplitValidateV2_216,on,SplitValidateV2_216_0,2.0
SplitValidateV2_216,on,SplitValidateV2_216_1,1.0
SplitValidateV2_217,on,SplitValidateV2_217_0,1.0
SplitValidateV2_218,on,SplitValidateV2_218_0,1.0
SplitValidateV2_218,on,SplitValidateV2_218_1,0.0
SplitValidateV2_218,on,SplitValidateV2_218_2,0.0
SplitValidateV2_219,on,SplitValidateV2_219_0,1.0
SplitValidateV2_220,on,SplitValidateV2_220_0,1.0
SplitValidateV2_221,on,SplitValidateV2_221_0,0.0
SplitValidateV2_221,on,SplitValidateV2_221_1,0.0
SplitValidateV2_222,on,SplitValidateV2_222_0,1.0
SplitValidateV2_223,on,SplitValidateV2_223_0,1.0
SplitValidateV2_224,on,SplitValidateV2_224_0,0.0
SplitValidateV2_225,on,SplitValidateV2_225_0,1.0
SplitValidateV2_226,off,SplitValidateV2_226_0,1.0
SplitValidateV2_227,on,SplitValidateV2_227_0,1.0
SplitValidateV2_227,on,SplitValidateV2_227_1,0.0
SplitValidateV2_228,off,SplitValidateV2_228_0,0.0
SplitValidateV2_228,off,SplitValidateV2_228_1,2.0
SplitValidateV2_228,off,SplitValidateV2_228_2,0.0
SplitValidateV2_229,on,SplitValidateV2_229_0,0.0
SplitValidateV2_229,on,SplitValidateV2_229_1,0.0
SplitValidateV2_229,on,SplitValidateV2_229_2,0.0
SplitValidateV2_230,on,SplitValidateV2_230_0,2.0
SplitValidateV2_231,on,SplitValidateV2_231_0,0.0
SplitValidateV2_232,on,SplitValidateV2_232_0,1.0
SplitValidateV2_232,on,SplitValidateV2_232_1,0.0
SplitValidateV2_233,on,SplitValidateV2_233_0,0.0
SplitValidateV2_234,off,SplitValidateV2_234_0,0.0
SplitValidateV2_235,on,SplitValidateV2_235_0,0.0
SplitValidateV2_236,off,SplitValidateV2_236_0,0.0
SplitValidateV2_237,off,SplitValidateV2_237_0,0.0
SplitValidateV2_238,off,SplitValidateV2_238_0,1.0
SplitValidateV2_239,on,SplitValidateV2_239_0,0.0
SplitValidateV2_239,on,SplitValidateV2_239_1,2.0
SplitValidateV2_239,on,SplitValidateV2_239_2,0.0
SplitValidateV2_240,off,SplitValidateV2_240_0,1.0
SplitValidateV2_240,off,SplitValidateV2_240_1,1.0
SplitValidateV2_241,on,SplitValidateV2_241_0,0.0
SplitValidateV2_242,on,SplitValidateV2_242_0,0.0
SplitValidateV2_242,on,SplitValidateV2_242_1,0.0
SplitValidateV2_243,on,SplitValidateV2_243_0,0.0
SplitValidateV2_244,on,SplitValidateV2_244_0,0.0
SplitValidateV2_244,on,SplitValidateV2_244_1,0.0
SplitValidateV2_245,off,SplitValidateV2_245_0,2.0
SplitValidateV2_245,off,SplitValidateV2_245_1,0.0
SplitValidateV2_245,off,SplitValidateV2_245_2,0.0
SplitValidateV2_246,off,SplitValidateV2_246_0,1.0
SplitValidateV2_247,on,SplitValidateV2_247_0,1.0
SplitValidateV2_248,off,SplitValidateV2_248_0,0.0
SplitValidateV2_248,off,SplitValidateV2_248_1,0.0
SplitValidateV2_248,off,SplitValidateV2_248_2,1.0
SplitValidateV2_249,on,SplitValidateV2_249_0,1.0
SplitValidateV2_249,on,SplitValidateV2_249_1,0.0
SplitValidateV2_250,off,SplitValidateV2_250_0,1.0
SplitValidateV2_251,on,SplitValidateV2_251_0,0.0
SplitValidateV2_251,on,SplitValidateV2_251_1,0.0
SplitValidateV2_251,on,SplitValidateV2_251_2,0.0
SplitValidateV2_252,off,SplitValidateV2_252_0,0.0
SplitValidateV2_253,off,SplitValidateV2_253_0,0.0
SplitValidateV2_254,off,SplitValidateV2_254_0,1.0
SplitValidateV2_255,off,SplitValidateV2_255_0,2.0
SplitValidateV2_256,off,SplitValidateV2_256_0,0.0
SplitValidateV2_256,off,SplitValidateV2_256_1,0.0
SplitValidateV2_257,on,SplitValidateV2_257_0,1.0
SplitValidateV2_257,on,SplitValidateV2_257_1,0.0
SplitValidateV2_258,off,SplitValidateV2_258_0,1.0
SplitValidateV2_259,off,SplitValidateV2_259_0,0.0
SplitValidateV2_259,off,SplitValidateV2_259_1,0.0
SplitValidateV2_260,on,SplitValidateV2_260_0,0.0
SplitValidateV2_261,on,SplitValidateV2_261_0,1.0
SplitValidateV2_262,on,SplitValidateV2_262_0,1.0
SplitValidateV2_263,off,SplitValidateV2_263_0,1.0
SplitValidateV2_264,on,SplitValidateV2_264_0,0.0
SplitValidateV2_264,on,SplitValidateV2_264_1,1.0
SplitValidateV2_265,on,SplitValidateV2_265_0,1.0
SplitValidateV2_266,off,SplitValidateV2_266_0,0.0
SplitValidateV2_266,off,SplitValidateV2_266_1,1.0
SplitValidateV2_267,off,SplitValidateV2_267_0,0.0
SplitValidateV2_268,off,SplitValidateV2_268_0,0.0
SplitValidateV2_269,on,SplitValidateV2_269_0,2.0
SplitValidateV2_270,on,SplitValidateV2_270_0,0.0
SplitValidateV2_271,on,SplitValidateV2_271_0,0.0
SplitValidateV2_272,off,SplitValidateV2_272_0,1.0
SplitValidateV2_273,on,SplitValidateV2_273_0,0.0
SplitValidateV2_274,on,SplitValidateV2_274_0,1.0
SplitValidateV2_275,on,SplitValidateV2_275_0,2.0
SplitValidateV2_275,on,SplitValidateV2_275_1,1.0
SplitValidateV2_276,off,SplitValidateV2_276_0,1.0
SplitValidateV2_276,off,SplitValidateV2_276_1,1.0
SplitValidateV2_277,off,SplitValidateV2_277_0,1.0
SplitValidateV2_278,off,SplitValidateV2_278_0,0.0
SplitValidateV2_279,on,SplitValidateV2_279_0,0.0
SplitValidateV2_280,off,SplitValidateV2_280_0,0.0
SplitValidateV2_281,off,SplitValidateV2_281_0,0.0
SplitValidateV2_282,on,SplitValidateV2_282_0,0.0
SplitValidateV2_283,off,SplitValidateV2_283_0,1.0
SplitValidateV2_283,off,SplitValidateV2_283_1,0.0
SplitValidateV2_284,off,SplitValidateV2_284_0,0.0
SplitValidateV2_284,off,SplitValidateV2_284_1,0.0
SplitValidateV2_285,on,SplitValidateV2_285_0,1.0
SplitValidateV2_285,on,SplitValidateV2_285_1,0.0
SplitValidateV2_286,off,SplitValidateV2_286_0,1.0
SplitValidateV2_286,off,SplitValidateV2_286_1,0.0
SplitValidateV2_286,off,SplitValidateV2_286_2,0.0
SplitValidateV2_287,on,SplitValidateV2_287_0,1.0
SplitValidateV2_287,on,SplitValidateV2_287_1,0.0
SplitValidateV2_288,on,SplitValidateV2_288_0,0.0
SplitValidateV2_289,on,SplitValidateV2_289_0,0.0
SplitValidateV2_289,on,SplitValidateV2_289_1,0.0
SplitValidateV2_290,on,SplitValidateV2_290_0,0.0
SplitValidateV2_290,on,SplitValidateV2_290_1,0.0
SplitValidateV2_291,on,SplitValidateV2_291_0,1.0
SplitValidateV2_291,on,SplitValidateV2_291_1,1.0
SplitValidateV2_292,on,SplitValidateV2_292_0,1.0
SplitValidateV2_292,on,SplitValidateV2_292_1,0.0
SplitValidateV2_293,on,SplitValidateV2_293_0,2.0
SplitValidateV2_293,on,SplitValidateV2_293_1,0.0
SplitValidateV2_294,off,SplitValidateV2_294_0,1.0
SplitValidateV2_295,off,SplitValidateV2_295_0,1.0
SplitValidateV2_296,off,SplitValidateV2_296_0,2.0
SplitValidateV2_297,on,SplitValidateV2_297_0,0.0
SplitValidateV2_297,on,SplitValidateV2_297_1,0.0
SplitValidateV2_298,on,SplitValidateV2_298_0,0.0
SplitValidateV2_299,on,SplitValidateV2_299_0,1.0
SplitValidateV2_300,off,SplitValidateV2_300_0,1.0
SplitValidateV2_301,off,SplitValidateV2_301_0,0.0
SplitValidateV2_302,on,SplitValidateV2_302_0,0.0
SplitValidateV2_303,off,SplitValidateV2_303_0,0.0
SplitValidateV2_303,off,SplitValidateV2_303_1,0.0
SplitValidateV2_304,off,SplitValidateV2_304_0,1.0
SplitValidateV2_305,off,SplitValidateV2_305_0,1.0
SplitValidateV2_306,on,SplitValidateV2_306_0,1.0
SplitValidateV2_306,on,SplitValidateV2_306_1,0.0
SplitValidateV2_307,on,SplitValidateV2_307_0,0.0
SplitValidateV2_308,on,SplitValidateV2_308_0,0.0
SplitValidateV2_309,on,SplitValidateV2_309_0,0.0
SplitValidateV2_310,on,SplitValidateV2_310_0,0.0
SplitValidateV2_310,on,SplitValidateV2_310_1,0.0
SplitValidateV2_310,on,SplitValidateV2_310_2,0.0
SplitValidateV2_310,on,SplitValidateV2_310_3,0.0
SplitValidateV2_311,off,SplitValidateV2_311_0,0.0
SplitValidateV2_312,on,SplitValidateV2_312_0,0.0
